IDfg,Season,Age,G,PA,TBF
23252,2020,23,6,0,
23293,2020,23,21,0,
23735,2020,23,5,0,
23798,2020,25,10,0,
24584,2020,23,2,0,
24591,2020,23,17,0,
25007,2020,24,5,0,
25376,2020,23,4,0,
25377,2020,23,12,0,
25385,2020,24,12,0,
27458,2020,31,8,0,
27460,2020,32,17,0,
27463,2020,21,5,0,
18,2021,33,5,0,
1246,2021,35,4,0,
1247,2021,35,69,0,
1514,2021,39,5,0,
1581,2021,34,56,0,
1943,2021,37,30,2,
2429,2021,35,16,2,
2882,2021,31,4,0,
3096,2021,33,69,1,
3132,2021,36,62,1,
3192,2021,36,8,0,
3200,2021,38,38,0,
3211,2021,33,1,1,
3237,2021,32,38,0,
3240,2021,33,22,0,
3281,2021,37,50,0,
3321,2021,38,12,0,
3542,2021,32,13,0,
3548,2021,32,69,0,
4020,2021,36,78,0,
4026,2021,33,13,0,
4070,2021,36,2,0,
4141,2021,34,39,0,
4185,2021,33,39,0,
4264,2021,36,64,1,
4301,2021,33,42,0,
4338,2021,31,32,1,
4505,2021,35,2,1,
4696,2021,35,20,1,
4776,2021,34,16,0,
4897,2021,37,5,4,
4994,2021,35,16,0,
5003,2021,34,67,1,
5097,2021,30,6,0,
5114,2021,31,65,0,
5224,2021,36,47,0,
5372,2021,32,22,3,
5401,2021,33,2,0,
5420,2021,33,4,0,
5448,2021,37,30,3,
5615,2021,33,13,0,
5640,2021,36,26,0,
5702,2021,36,41,2,
6216,2021,33,1,0,
6316,2021,34,12,0,
6345,2021,32,6,0,
6397,2021,31,24,1,
6398,2021,31,68,0,
6399,2021,32,67,0,
6483,2021,35,74,0,
6499,2021,34,1,0,
6562,2021,33,18,1,
6576,2021,31,3,4,
6627,2021,35,35,0,
6655,2021,33,63,1,
6661,2021,32,67,0,
6785,2021,36,40,0,
6797,2021,30,1,0,
6902,2021,30,36,3,
6941,2021,37,41,0,
6979,2021,36,2,0,
6984,2021,34,34,0,
6986,2021,36,55,0,
7005,2021,32,64,0,
7146,2021,34,54,0,
7196,2021,35,57,0,
7303,2021,33,2,0,
7407,2021,35,6,1,
7432,2021,33,23,1,
7441,2021,35,40,0,
7466,2021,35,13,0,
7531,2021,34,37,0,
7550,2021,34,62,0,
7555,2021,34,7,0,
7608,2021,34,6,0,
7754,2021,36,2,0,
7803,2021,34,68,1,
7836,2021,32,57,2,
7853,2021,35,5,0,
7882,2021,34,8,1,
7982,2021,33,70,0,
8048,2021,31,71,0,
8110,2021,33,81,0,
8241,2021,36,12,0,
8337,2021,34,57,0,
8350,2021,34,4,0,
8410,2021,32,53,0,
8580,2021,34,23,0,
8753,2021,34,3,0,
9013,2021,36,39,0,
9059,2021,38,1,0,
9111,2021,31,68,0,
9178,2021,31,3,0,
9419,2021,33,4,0,
9434,2021,33,32,2,
9456,2021,34,18,0,
9756,2021,33,17,0,
9761,2021,33,48,3,
9794,2021,33,57,2,
9817,2021,38,66,0,
9866,2021,34,1,0,
9939,2021,36,29,0,
10058,2021,30,69,0,
10061,2021,33,58,0,
10066,2021,30,18,0,
10078,2021,34,59,0,
10133,2021,33,71,0,
10148,2021,32,3,0,
10160,2021,30,4,0,
10197,2021,30,13,1,
10218,2021,31,5,0,
10233,2021,33,61,0,
10291,2021,33,65,0,
10314,2021,31,17,0,
10341,2021,30,29,0,
10343,2021,33,65,0,
10430,2021,31,54,0,
10534,2021,33,7,0,
10547,2021,32,28,3,
10591,2021,31,18,0,
10603,2021,32,9,1,
10657,2021,29,3,0,
10732,2021,30,9,1,
10756,2021,32,28,0,
10811,2021,29,28,2,
10819,2021,30,3,1,
10836,2021,32,1,0,
10843,2021,32,12,0,
10855,2021,30,57,0,
10983,2021,32,8,0,
11071,2021,33,1,0,
11203,2021,33,13,0,
11209,2021,30,42,0,
11426,2021,32,27,0,
11428,2021,32,29,0,
11437,2021,29,8,0,
11467,2021,29,6,0,
11479,2021,30,2,0,
11487,2021,29,52,0,
11528,2021,32,17,0,
11589,2021,29,26,1,
11618,2021,32,1,0,
11632,2021,32,60,1,
11752,2021,29,71,0,
11753,2021,29,13,2,
11762,2021,28,2,0,
11801,2021,30,72,0,
11804,2021,32,74,1,
11812,2021,28,14,0,
11828,2021,32,1,0,
11847,2021,35,46,0,
11861,2021,29,12,0,
11903,2021,28,21,0,
12022,2021,31,34,0,
12095,2021,30,62,0,
12178,2021,29,34,0,
12237,2021,31,47,1,
12249,2021,31,16,0,
12297,2021,31,27,0,
12304,2021,32,27,2,
12317,2021,30,1,2,
12323,2021,31,29,0,
12360,2021,32,1,0,
12361,2021,33,42,0,
12385,2021,30,5,1,
12447,2021,31,46,1,
12572,2021,33,72,0,
12575,2021,31,13,3,
12578,2021,31,4,0,
12580,2021,31,34,0,
12586,2021,31,13,0,
12680,2021,32,34,2,
12760,2021,30,44,0,
12763,2021,30,8,0,
12777,2021,31,18,1,
12784,2021,31,31,0,
12800,2021,31,38,0,
12804,2021,28,48,1,
12828,2021,31,57,0,
12857,2021,30,31,0,
12863,2021,31,60,0,
12890,2021,29,41,0,
12918,2021,28,53,1,
12988,2021,31,71,0,
12997,2021,28,1,0,
13058,2021,29,11,0,
13125,2021,30,30,0,
13133,2021,30,9,0,
13182,2021,28,27,0,
13190,2021,28,7,0,
13194,2021,31,1,0,
13218,2021,28,52,0,
13259,2021,31,27,0,
13287,2021,31,5,0,
13293,2021,31,29,1,
13345,2021,29,53,0,
13360,2021,29,26,0,
13361,2021,30,29,2,
13394,2021,30,68,0,
13397,2021,30,25,1,
13403,2021,31,2,0,
13435,2021,30,63,0,
13449,2021,30,40,0,
13470,2021,27,47,2,
13475,2021,28,56,2,
13527,2021,29,1,0,
13549,2021,31,64,0,
13580,2021,29,34,2,
13594,2021,28,49,0,
13606,2021,28,4,3,
13607,2021,29,7,0,
13619,2021,28,16,2,
13649,2021,28,69,1,
13654,2021,29,23,0,
13677,2021,27,3,2,
13690,2021,27,19,2,
13707,2021,28,6,0,
13713,2021,31,10,0,
13758,2021,30,64,0,
13761,2021,30,68,2,
13763,2021,29,57,0,
13767,2021,30,56,0,
13799,2021,29,6,0,
13801,2021,30,65,0,
13892,2021,31,62,0,
13896,2021,26,31,3,
13932,2021,30,9,0,
13942,2021,31,61,4,
14078,2021,29,30,3,
14120,2021,27,30,4,
14151,2021,31,14,0,
14168,2021,27,32,4,
14169,2021,29,52,0,
14212,2021,27,60,0,
14295,2021,29,56,0,
14309,2021,28,32,4,
14332,2021,27,37,0,
14374,2021,27,14,2,
14375,2021,29,63,0,
14444,2021,34,31,4,
14457,2021,31,17,0,
14506,2021,28,46,0,
14527,2021,28,33,2,
14542,2021,28,64,0,
14552,2021,26,59,1,
14605,2021,34,9,0,
14646,2021,28,22,0,
14655,2021,29,7,0,
14665,2021,28,14,2,
14672,2021,29,28,0,
14677,2021,26,43,4,
14678,2021,27,1,0,
14681,2021,28,40,0,
14696,2021,28,12,0,
14706,2021,27,30,1,
14707,2021,27,2,0,
14710,2021,27,63,0,
14739,2021,27,9,0,
14771,2021,30,67,2,
14814,2021,30,36,0,
14843,2021,29,27,1,
14857,2021,30,57,0,
14862,2021,31,2,1,
14874,2021,29,8,0,
14899,2021,29,11,0,
14966,2021,28,4,0,
14974,2021,30,22,1,
14986,2021,29,73,0,
14993,2021,28,71,0,
15007,2021,28,23,0,
15009,2021,29,68,0,
15010,2021,29,27,2,
15015,2021,26,70,1,
15042,2021,29,61,0,
15043,2021,29,71,0,
15068,2021,27,48,3,
15071,2021,29,27,1,
15091,2021,27,5,0,
15101,2021,30,20,0,
15118,2021,29,14,1,
15130,2021,27,9,0,
15136,2021,26,4,0,
15145,2021,30,4,1,
15231,2021,28,29,0,
15232,2021,28,12,0,
15256,2021,31,60,0,
15264,2021,27,32,0,
15288,2021,30,72,2,
15290,2021,31,6,0,
15451,2021,29,72,0,
15454,2021,28,31,2,
15467,2021,29,25,4,
15492,2021,26,3,0,
15507,2021,26,9,0,
15514,2021,30,53,0,
15535,2021,29,2,2,
15538,2021,30,17,0,
15541,2021,30,80,0,
15552,2021,30,67,0,
15594,2021,30,60,0,
15605,2021,29,28,0,
15655,2021,27,1,1,
15684,2021,26,69,0,
15761,2021,26,52,0,
15816,2021,26,58,0,
15832,2021,28,52,0,
15846,2021,29,38,0,
15849,2021,29,10,0,
15855,2021,29,45,1,
15859,2021,28,1,0,
15890,2021,27,4,0,
15906,2021,25,5,0,
15947,2021,29,72,0,
15964,2021,27,2,0,
15979,2021,26,1,0,
16058,2021,29,31,0,
16122,2021,28,62,0,
16125,2021,28,8,0,
16130,2021,27,15,4,
16137,2021,28,24,3,
16159,2021,27,6,0,
16207,2021,28,9,0,
16209,2021,28,10,1,
16258,2021,27,62,0,
16265,2021,28,54,0,
16279,2021,28,58,2,
16300,2021,26,1,0,
16317,2021,28,2,0,
16350,2021,27,24,0,
16377,2021,25,1,1,
16390,2021,29,15,0,
16400,2021,27,20,0,
16408,2021,25,44,0,
16418,2021,25,51,0,
16427,2021,25,3,0,
16440,2021,27,5,0,
16455,2021,26,24,0,
16466,2021,26,3,0,
16470,2021,26,1,0,
16502,2021,29,30,4,
16507,2021,28,2,0,
16511,2021,28,30,4,
16537,2021,30,7,0,
16587,2021,27,33,0,
16609,2021,24,31,0,
16610,2021,28,55,0,
16647,2021,29,36,0,
16703,2021,29,13,0,
16754,2021,30,1,0,
16794,2021,28,5,0,
16814,2021,31,78,0,
16943,2021,28,32,2,
16958,2021,28,10,1,
16981,2021,28,1,0,
17002,2021,30,2,0,
17018,2021,27,14,2,
17092,2021,27,10,0,
17130,2021,31,65,0,
17149,2021,28,22,3,
17170,2021,26,7,0,
17181,2021,28,13,0,
17237,2021,29,13,0,
17264,2021,28,42,1,
17282,2021,25,44,1,
17292,2021,25,5,0,
17295,2021,27,22,4,
17355,2021,29,41,1,
17359,2021,28,61,0,
17369,2021,26,66,0,
17418,2021,27,1,0,
17485,2021,25,28,0,
17489,2021,28,16,0,
17490,2021,24,71,0,
17496,2021,27,61,0,
17505,2021,25,2,0,
17536,2021,27,34,0,
17556,2021,27,18,0,
17583,2021,24,23,0,
17586,2021,26,62,0,
17606,2021,24,36,0,
17610,2021,28,38,0,
17639,2021,26,19,0,
17677,2021,28,43,0,
17682,2021,27,27,0,
17722,2021,27,28,0,
17734,2021,26,8,3,
17735,2021,26,41,2,
17748,2021,27,2,0,
17755,2021,27,31,1,
17759,2021,27,19,0,
17780,2021,26,64,0,
17792,2021,26,3,0,
17796,2021,27,62,0,
17811,2021,28,4,0,
17871,2021,27,3,0,
17874,2021,26,23,1,
17878,2021,25,55,2,
17888,2021,28,29,0,
17948,2021,27,37,0,
17969,2021,24,2,2,
17998,2021,27,47,0,
18029,2021,28,1,2,
18064,2021,28,65,1,
18088,2021,27,15,0,
18105,2021,27,7,0,
18138,2021,26,51,0,
18140,2021,29,2,0,
18152,2021,26,66,0,
18251,2021,28,26,0,
18282,2021,28,58,2,
18297,2021,30,70,0,
18311,2021,27,20,2,
18323,2021,27,63,1,
18325,2021,26,42,0,
18332,2021,27,10,0,
18333,2021,27,40,4,
18335,2021,27,64,0,
18337,2021,30,6,0,
18341,2021,25,6,0,
18347,2021,27,9,1,
18356,2021,24,13,3,
18361,2021,27,9,1,
18384,2021,27,14,1,
18403,2021,25,33,0,
18475,2021,26,5,0,
18496,2021,24,18,1,
18548,2021,24,30,1,
18555,2021,24,14,1,
18581,2021,27,10,0,
18600,2021,27,24,0,
18655,2021,27,61,1,
18694,2021,23,32,2,
18792,2021,28,5,0,
18806,2021,30,62,0,
18815,2021,26,25,3,
18864,2021,24,1,1,
18873,2021,24,6,0,
18890,2021,28,32,0,
19159,2021,26,7,0,
19178,2021,30,27,2,
19179,2021,26,7,0,
19191,2021,25,12,0,
19192,2021,27,5,0,
19199,2021,26,8,0,
19200,2021,25,26,0,
19231,2021,27,25,2,
19243,2021,27,13,0,
19246,2021,29,9,0,
19249,2021,26,1,0,
19264,2021,26,3,0,
19269,2021,25,5,0,
19274,2021,27,34,2,
19276,2021,24,11,0,
19337,2021,25,20,0,
19343,2021,26,12,0,
19345,2021,25,5,0,
19350,2021,25,13,0,
19362,2021,26,24,2,
19444,2021,26,25,0,
19453,2021,26,16,0,
19454,2021,27,20,1,
19456,2021,27,57,0,
19457,2021,26,39,0,
19459,2021,25,59,0,
19480,2021,27,1,0,
19482,2021,27,2,0,
19487,2021,25,1,0,
19516,2021,29,1,0,
19531,2021,25,11,0,
19535,2021,26,36,1,
19541,2021,26,4,0,
19545,2021,26,1,1,
19548,2021,26,20,1,
19558,2021,27,7,0,
19561,2021,25,1,0,
19569,2021,26,61,1,
19574,2021,24,11,0,
19583,2021,27,24,1,
19608,2021,22,1,1,
19614,2021,25,25,2,
19618,2021,24,10,0,
19634,2021,26,1,0,
19647,2021,26,37,0,
19677,2021,26,62,0,
19682,2021,26,30,0,
19686,2021,26,7,0,
19695,2021,25,1,0,
19712,2021,26,25,1,
19716,2021,23,5,4,
19731,2021,26,25,0,
19742,2021,26,61,2,
19753,2021,26,57,0,
19766,2021,25,11,2,
19769,2021,26,32,0,
19784,2021,27,21,0,
19789,2021,26,25,0,
19804,2021,26,1,0,
19845,2021,24,11,0,
19848,2021,24,48,0,
19853,2021,26,22,0,
19865,2021,25,9,1,
19866,2021,25,28,0,
19867,2021,25,16,1,
19868,2021,25,4,0,
19876,2021,27,32,0,
19879,2021,25,18,1,
19881,2021,26,11,0,
19883,2021,25,36,0,
19903,2021,24,4,1,
19911,2021,23,23,1,
19932,2021,25,43,0,
19940,2021,26,5,0,
19942,2021,24,7,0,
19979,2021,26,25,0,
19996,2021,26,2,0,
20000,2021,26,44,0,
20010,2021,26,11,0,
20020,2021,27,1,0,
20038,2021,25,2,2,
20039,2021,22,2,1,
20041,2021,24,3,0,
20045,2021,25,14,0,
20061,2021,29,1,0,
20074,2021,27,28,1,
20080,2021,25,6,0,
20151,2021,25,60,0,
20153,2021,25,11,0,
20160,2021,24,12,0,
20177,2021,24,5,0,
20185,2021,24,50,2,
20198,2021,26,39,0,
20203,2021,25,18,2,
20205,2021,25,8,0,
20206,2021,25,4,0,
20218,2021,24,20,1,
20237,2021,25,1,0,
20243,2021,25,10,0,
20253,2021,26,18,3,
20276,2021,22,2,0,
20298,2021,24,3,0,
20312,2021,25,4,1,
20329,2021,26,18,0,
20334,2021,24,1,0,
20348,2021,26,1,0,
20367,2021,22,34,2,
20368,2021,25,7,1,
20369,2021,23,18,1,
20370,2021,26,14,4,
20373,2021,22,1,0,
20379,2021,26,31,1,
20383,2021,24,7,0,
20385,2021,25,4,0,
20387,2021,26,11,0,
20395,2021,25,5,0,
20399,2021,24,6,1,
20418,2021,25,26,1,
20422,2021,24,5,0,
20430,2021,23,2,1,
20447,2021,25,12,0,
20476,2021,24,6,0,
20491,2021,24,21,0,
20515,2021,24,10,0,
20517,2021,24,34,0,
20531,2021,25,1,0,
20617,2021,24,17,1,
20633,2021,30,29,2,
20778,2021,24,7,0,
20794,2021,24,20,1,
20997,2021,25,2,0,
21018,2021,23,4,0,
21025,2021,24,8,0,
21032,2021,23,71,0,
21045,2021,26,3,0,
21052,2021,23,6,0,
21065,2021,25,1,1,
21087,2021,24,25,0,
21101,2021,25,4,0,
21111,2021,23,4,3,
21139,2021,28,1,2,
21189,2021,27,12,0,
21197,2021,28,6,0,
21205,2021,26,56,0,
21290,2021,25,47,0,
21298,2021,25,3,4,
21306,2021,25,1,0,
21366,2021,25,6,0,
21390,2021,25,5,2,
21446,2021,24,2,1,
21483,2021,24,25,0,
21537,2021,24,15,0,
21549,2021,24,9,0,
21620,2021,26,30,0,
21652,2021,24,3,0,
21656,2021,22,10,0,
21728,2021,22,22,0,
21761,2021,25,4,0,
21850,2021,23,31,0,
21894,2021,21,3,0,
21992,2021,23,29,0,
21997,2021,23,3,0,
22036,2021,23,2,0,
22051,2021,26,27,1,
22052,2021,25,4,0,
22092,2021,24,5,0,
22192,2021,22,2,1,
22218,2021,26,5,0,
22224,2021,24,3,0,
22250,2021,24,24,0,
22264,2021,22,3,0,
22267,2021,24,31,3,
22276,2021,24,5,0,
22296,2021,25,31,0,
22310,2021,22,15,0,
22343,2021,23,5,0,
22358,2021,25,5,0,
22449,2021,24,4,0,
22713,2021,24,24,4,
22717,2021,21,1,0,
22810,2021,21,1,0,
22815,2021,21,19,0,
22925,2021,22,1,2,
23292,2021,25,7,1,
23293,2021,24,65,0,
23301,2021,25,4,0,
23310,2021,26,1,0,
23493,2021,25,4,0,
23592,2021,23,47,0,
23798,2021,26,14,0,
24486,2021,25,1,0,
24584,2021,24,1,0,
24671,2021,24,1,1,
24933,2021,25,21,0,
24937,2021,25,16,0,
24975,2021,24,1,0,
25376,2021,24,30,1,
25377,2021,24,27,0,
26410,2021,23,20,1,
27463,2021,22,54,0,
27498,2021,22,2,2,
27505,2021,28,10,2,
27513,2021,33,12,0,
27515,2021,33,55,0,
1157,2022,35,18,0,
1246,2022,36,65,0,
1247,2022,36,66,0,
1514,2022,40,7,0,
1581,2022,35,6,0,
1890,2022,33,63,0,
1943,2022,38,26,0,
2036,2022,34,22,0,
2233,2022,40,32,0,
2429,2022,36,31,0,
2520,2022,35,21,0,
2608,2022,34,35,0,
2859,2022,36,30,0,
3096,2022,34,65,0,
3137,2022,37,23,0,
3184,2022,36,40,0,
3237,2022,33,28,0,
3240,2022,34,3,0,
3281,2022,38,34,0,
3284,2022,38,14,0,
3321,2022,39,28,0,
3548,2022,33,58,0,
4264,2022,37,62,0,
4301,2022,34,5,0,
4676,2022,38,31,0,
4806,2022,42,26,0,
5003,2022,35,70,0,
5097,2022,31,22,0,
5114,2022,32,48,0,
5358,2022,33,21,0,
5365,2022,31,35,0,
5372,2022,33,11,0,
5420,2022,34,3,0,
5448,2022,38,60,0,
5498,2022,31,7,0,
5524,2022,32,30,0,
5615,2022,34,68,0,
5640,2022,37,4,0,
6107,2022,32,27,0,
6316,2022,35,65,0,
6345,2022,33,25,0,
6397,2022,32,22,0,
6398,2022,32,26,0,
6399,2022,33,28,0,
6483,2022,36,69,0,
6562,2022,34,28,0,
6632,2022,35,29,0,
6655,2022,34,63,0,
6661,2022,33,53,0,
6893,2022,36,25,0,
6895,2022,34,9,0,
6902,2022,31,32,0,
6984,2022,35,64,0,
6986,2022,37,57,0,
7005,2022,33,50,0,
7048,2022,32,14,0,
7115,2022,37,57,0,
7146,2022,35,25,0,
7196,2022,36,5,0,
7274,2022,38,33,0,
7432,2022,34,2,0,
7531,2022,35,58,0,
7550,2022,35,42,0,
7593,2022,31,32,0,
7608,2022,35,7,0,
7738,2022,33,28,0,
7803,2022,35,55,0,
7836,2022,33,66,0,
7982,2022,34,74,0,
8048,2022,32,65,0,
8110,2022,34,60,0,
8241,2022,37,58,1,
8246,2022,35,42,0,
8337,2022,35,50,0,
8700,2022,39,28,0,
8779,2022,35,9,0,
9013,2022,37,1,0,
9073,2022,35,9,0,
9111,2022,32,55,0,
9132,2022,32,20,0,
9323,2022,32,31,0,
9434,2022,34,14,0,
9646,2022,33,1,0,
9761,2022,34,43,0,
9784,2022,34,32,0,
9803,2022,33,33,0,
9817,2022,39,23,0,
10021,2022,34,19,0,
10058,2022,31,42,0,
10061,2022,34,60,0,
10078,2022,35,67,0,
10123,2022,34,31,0,
10131,2022,33,1,0,
10133,2022,34,70,0,
10160,2022,31,5,0,
10197,2022,31,4,0,
10233,2022,34,43,0,
10291,2022,34,59,0,
10310,2022,32,26,0,
10314,2022,32,60,0,
10341,2022,31,6,0,
10343,2022,34,65,0,
10354,2022,31,2,0,
10430,2022,32,59,0,
10591,2022,32,17,0,
10603,2022,33,2,0,
10657,2022,30,59,0,
10688,2022,33,14,0,
10732,2022,31,28,0,
10756,2022,33,2,0,
10843,2022,33,15,0,
10855,2022,31,25,0,
10954,2022,34,11,0,
11121,2022,34,6,0,
11156,2022,33,33,0,
11189,2022,30,27,0,
11384,2022,32,13,0,
11423,2022,33,32,0,
11486,2022,30,32,0,
11487,2022,30,55,0,
11490,2022,29,15,0,
11589,2022,30,21,0,
11632,2022,33,26,0,
11674,2022,30,32,0,
11720,2022,33,15,0,
11760,2022,33,22,0,
11762,2022,29,25,0,
11801,2022,31,26,0,
11804,2022,33,70,0,
11836,2022,29,29,0,
11847,2022,36,60,0,
11861,2022,30,67,0,
11903,2022,29,1,0,
12049,2022,32,16,0,
12095,2022,31,61,0,
12106,2022,31,3,0,
12178,2022,30,11,0,
12272,2022,32,5,0,
12294,2022,31,1,0,
12304,2022,33,30,0,
12323,2022,32,23,0,
12361,2022,34,7,0,
12447,2022,32,62,0,
12572,2022,34,5,0,
12664,2022,31,1,0,
12673,2022,33,7,0,
12718,2022,29,22,0,
12730,2022,31,47,0,
12760,2022,31,71,0,
12763,2022,31,13,0,
12768,2022,32,24,0,
12777,2022,32,76,0,
12791,2022,29,4,0,
12800,2022,32,55,0,
12804,2022,29,39,0,
12808,2022,31,23,0,
12828,2022,32,17,0,
12857,2022,31,50,0,
12863,2022,32,44,0,
12880,2022,32,31,1,
12890,2022,30,3,0,
12910,2022,31,5,0,
12917,2022,29,29,0,
12918,2022,29,21,0,
12970,2022,29,30,0,
12988,2022,32,64,0,
13050,2022,32,5,0,
13074,2022,35,30,0,
13125,2022,31,33,0,
13133,2022,31,17,0,
13164,2022,29,17,0,
13182,2022,29,14,0,
13183,2022,29,27,0,
13190,2022,29,32,0,
13218,2022,29,67,0,
13259,2022,32,28,0,
13273,2022,32,32,0,
13293,2022,32,10,0,
13339,2022,30,21,0,
13345,2022,30,46,0,
13346,2022,31,67,0,
13361,2022,31,15,0,
13394,2022,31,56,0,
13397,2022,31,16,0,
13401,2022,31,1,0,
13420,2022,31,4,0,
13424,2022,31,19,0,
13431,2022,31,25,0,
13435,2022,31,15,0,
13449,2022,31,66,0,
13470,2022,28,6,0,
13475,2022,29,41,0,
13483,2022,30,2,0,
13543,2022,29,25,0,
13580,2022,30,60,0,
13594,2022,29,58,0,
13607,2022,30,57,0,
13619,2022,29,23,0,
13649,2022,29,62,0,
13652,2022,30,8,0,
13654,2022,30,30,0,
13696,2022,28,8,0,
13707,2022,29,56,0,
13713,2022,32,8,0,
13743,2022,28,30,0,
13758,2022,31,40,0,
13761,2022,31,60,0,
13763,2022,30,55,0,
13767,2022,31,21,0,
13774,2022,28,20,0,
13781,2022,31,26,0,
13799,2022,30,50,0,
13801,2022,31,2,0,
13834,2022,30,7,0,
13892,2022,32,65,0,
13896,2022,27,33,0,
13942,2022,32,54,0,
14078,2022,30,23,0,
14107,2022,31,31,0,
14120,2022,28,8,0,
14151,2022,32,2,0,
14168,2022,28,32,0,
14212,2022,28,56,0,
14288,2022,31,9,0,
14295,2022,30,56,0,
14309,2022,29,27,0,
14332,2022,28,41,0,
14361,2022,31,24,0,
14374,2022,28,2,0,
14375,2022,30,60,0,
14416,2022,27,39,0,
14420,2022,28,39,0,
14444,2022,35,6,0,
14506,2022,29,29,0,
14509,2022,30,2,0,
14524,2022,28,39,0,
14527,2022,29,67,0,
14542,2022,29,62,0,
14552,2022,27,63,0,
14646,2022,29,64,0,
14663,2022,30,7,0,
14665,2022,29,27,0,
14677,2022,27,51,0,
14681,2022,29,51,0,
14682,2022,29,14,0,
14706,2022,28,32,0,
14710,2022,28,61,0,
14739,2022,28,21,0,
14765,2022,25,31,0,
14771,2022,31,59,0,
14814,2022,31,44,0,
14823,2022,30,6,0,
14843,2022,30,18,0,
14844,2022,31,1,0,
14857,2022,31,69,0,
14874,2022,30,53,0,
14875,2022,30,44,0,
14916,2022,30,24,0,
14966,2022,29,39,0,
14975,2022,29,27,0,
14986,2022,30,57,0,
14993,2022,29,69,0,
15009,2022,30,66,0,
15010,2022,30,46,0,
15036,2022,28,42,0,
15038,2022,27,31,0,
15042,2022,30,63,0,
15043,2022,30,64,0,
15046,2022,29,45,0,
15047,2022,30,41,0,
15051,2022,29,3,0,
15068,2022,28,33,0,
15094,2022,30,6,0,
15101,2022,31,6,0,
15106,2022,28,4,0,
15126,2022,27,32,0,
15139,2022,29,12,0,
15145,2022,31,7,0,
15157,2022,30,14,0,
15256,2022,32,39,0,
15264,2022,28,18,0,
15288,2022,31,77,0,
15290,2022,32,39,0,
15291,2022,30,9,0,
15369,2022,31,3,0,
15423,2022,31,16,0,
15440,2022,31,10,0,
15444,2022,30,12,0,
15451,2022,30,24,0,
15454,2022,29,33,0,
15467,2022,30,32,0,
15474,2022,27,30,0,
15488,2022,27,19,0,
15507,2022,27,38,0,
15514,2022,31,65,0,
15541,2022,31,68,0,
15551,2022,31,35,0,
15552,2022,31,14,0,
15594,2022,31,29,0,
15605,2022,30,13,0,
15684,2022,27,34,0,
15689,2022,29,25,0,
15734,2022,26,35,0,
15761,2022,27,62,0,
15816,2022,27,65,0,
15823,2022,26,39,0,
15832,2022,29,13,0,
15873,2022,30,30,0,
15890,2022,28,19,0,
15915,2022,27,43,0,
15947,2022,30,59,0,
16094,2022,28,29,0,
16122,2022,29,63,0,
16125,2022,29,2,0,
16137,2022,29,31,0,
16149,2022,29,32,0,
16162,2022,29,27,0,
16209,2022,29,18,0,
16256,2022,29,31,0,
16258,2022,28,32,0,
16265,2022,29,3,0,
16266,2022,29,1,0,
16269,2022,29,2,0,
16279,2022,29,7,0,
16300,2022,27,17,0,
16306,2022,29,2,0,
16350,2022,28,32,0,
16358,2022,27,23,0,
16377,2022,26,3,0,
16400,2022,28,61,0,
16401,2022,28,2,0,
16418,2022,26,19,0,
16432,2022,26,6,0,
16440,2022,28,20,0,
16502,2022,30,20,0,
16511,2022,29,32,0,
16537,2022,31,6,0,
16561,2022,28,33,0,
16587,2022,28,57,0,
16609,2022,25,55,0,
16610,2022,29,22,0,
16631,2022,30,16,0,
16647,2022,30,47,0,
16703,2022,30,26,0,
16754,2022,31,2,0,
16814,2022,32,55,0,
16835,2022,30,2,0,
16850,2022,29,1,0,
16866,2022,29,7,0,
16873,2022,29,20,0,
16918,2022,28,27,0,
16929,2022,26,8,0,
16933,2022,27,20,0,
16942,2022,26,6,0,
16943,2022,29,20,0,
16977,2022,30,30,0,
16980,2022,29,5,0,
16981,2022,29,31,0,
16990,2022,30,35,0,
17034,2022,26,7,0,
17085,2022,26,32,0,
17092,2022,28,70,0,
17117,2022,29,52,0,
17130,2022,32,67,0,
17149,2022,29,15,0,
17169,2022,26,1,0,
17170,2022,27,17,0,
17179,2022,30,1,0,
17181,2022,29,8,0,
17186,2022,29,32,0,
17192,2022,28,42,0,
17237,2022,30,4,0,
17264,2022,29,12,0,
17277,2022,26,29,0,
17282,2022,26,25,0,
17285,2022,26,6,0,
17292,2022,26,18,0,
17295,2022,28,31,0,
17312,2022,26,24,0,
17369,2022,27,55,0,
17381,2022,29,11,0,
17425,2022,29,27,0,
17432,2022,29,35,0,
17464,2022,25,29,0,
17479,2022,26,9,0,
17480,2022,25,3,0,
17485,2022,26,33,0,
17489,2022,29,23,0,
17490,2022,25,39,0,
17496,2022,28,59,0,
17536,2022,28,8,0,
17556,2022,28,49,0,
17578,2022,28,28,0,
17583,2022,25,5,0,
17586,2022,27,67,0,
17594,2022,26,31,0,
17606,2022,25,30,0,
17610,2022,29,29,0,
17611,2022,29,47,0,
17639,2022,27,38,0,
17677,2022,29,33,0,
17682,2022,28,19,0,
17701,2022,28,47,0,
17722,2022,28,40,0,
17732,2022,27,50,0,
17735,2022,27,27,0,
17755,2022,28,44,0,
17780,2022,27,59,1,
17783,2022,27,8,0,
17796,2022,28,67,0,
17807,2022,28,3,3,
17859,2022,27,6,0,
17871,2022,28,34,0,
17874,2022,27,28,0,
17878,2022,26,63,0,
17888,2022,29,4,0,
17897,2022,28,17,0,
17948,2022,28,32,0,
17964,2022,28,8,0,
17968,2022,25,52,0,
